reqId	ON	DN	ST	Rev	TrT
1031	59	1957	162	348	12
1032	1191	3243	162	418	14
1033	774	7070	162	299	10
1034	9221	470	162	311	11
1035	2778	3282	162	318	11
1036	2778	2284	162	295	10
1037	2609	3809	162	278	10
1038	1748	4821	162	354	12
1039	2613	5922	162	296	10
1040	10450	1540	162	311	11
1041	3388	2350	163	271	10
1042	3079	2335	163	265	9
1043	577	3311	163	398	14
1044	1344	2187	163	411	14
1045	491	5943	163	268	9
1046	3078	7354	163	258	9
1047	2757	2741	163	268	9
1048	5275	4030	163	386	13
1049	224	369	163	383	13
1050	1906	1872	163	286	10
1051	7070	8473	164	329	11
1052	1609	2778	164	279	10
1053	2242	3153	164	382	13
1054	1387	933	164	271	10
1055	120	5493	165	273	10
1056	2498	9751	165	288	10
1057	458	3194	165	238	8
1058	3116	3169	165	254	9
1059	416	3809	165	241	9
1060	3949	3073	165	237	8
1061	5552	247	165	388	13
1062	7478	923	165	271	10
1063	1847	4327	165	322	11
1064	3588	1333	165	228	8
1065	2400	3128	165	414	14
1066	6017	393	166	270	9
1067	3618	2316	166	275	10
1068	536	448	166	475	16
1069	991	632	166	260	9
1070	6008	756	166	307	11
1071	2976	7491	166	270	9
1072	49	7408	166	305	11
1073	2838	326	167	320	11
1074	431	2778	167	270	9
1075	6601	725	167	239	8
1076	1716	2278	167	244	9
1077	2246	2467	167	284	10
1078	3009	5922	167	215	8
1079	2859	1190	167	252	9
1080	57	7599	167	302	11
1081	379	257	167	354	12
1082	948	1957	168	374	13
1083	1190	448	168	294	10
1084	5066	1489	168	226	8
1085	4221	3073	168	218	8
1086	533	1595	168	253	9
1087	2783	2011	168	285	10
1088	991	6958	169	258	9
1089	438	3808	169	353	12
1090	3130	92	169	325	11
1091	2784	3246	169	325	11
1092	3025	3373	169	244	9
1093	5922	7386	169	286	10
1094	2482	623	170	385	13
1095	267	3078	170	258	9
1096	2350	4340	170	298	10
1097	4907	67	170	234	8
1098	1490	262	171	526	18
1099	812	3810	171	244	9
1100	3083	62	171	304	11
1101	2276	78	171	249	9
1102	363	265	171	321	11
1103	5488	2754	172	305	11
1104	5062	7213	172	242	9
1105	2316	7096	172	243	9
1106	3103	1877	172	384	13
1107	834	1716	172	272	10
1108	2778	826	172	276	10
1109	363	2062	172	302	11
1110	2078	1716	172	370	13
1111	9485	3084	172	287	10
1112	2040	7386	173	279	10
1113	2720	1170	173	253	9
1114	1613	257	173	417	14
1115	1520	4220	173	317	11
1116	430	1927	173	248	9
1117	1516	264	173	319	11
1118	1921	2778	173	263	9
1119	445	435	173	273	10
1120	224	825	174	274	10
1121	2120	6794	174	295	10
1122	3345	1447	174	224	8
1123	3281	3554	174	411	14
1124	6980	5482	174	230	8
1125	549	3033	174	478	16
1126	5494	3919	174	297	10
1127	3570	578	174	392	14
1128	769	1077	175	250	9
1129	6920	8622	175	479	16
1130	3039	318	175	295	10
1131	547	92	175	377	13
1132	1174	2048	175	295	10
1133	2187	1343	175	420	14
1134	853	9729	175	329	11
1135	9221	457	175	348	12
1136	5922	2122	175	270	9
1137	2636	806	176	268	9
1138	3160	6906	176	248	9
1139	377	62	176	402	14
1140	353	7107	177	277	10
1141	2635	2207	177	356	12
1142	2781	3900	177	299	10
1143	767	1333	177	271	10
1144	3473	770	177	307	11
1145	9729	293	177	238	8
1146	3509	9485	177	244	9
1147	384	1702	177	347	12
1148	3374	9939	177	263	9
1149	62	2123	177	276	10
1150	2096	806	177	345	12
1151	2877	8439	178	250	9
1152	856	7070	178	317	11
1153	2953	2729	178	320	11
1154	5974	263	178	358	12
1155	928	474	178	283	10
1156	7215	726	179	275	10
1157	368	7694	179	356	12
1158	9751	2324	179	356	12
1159	3480	2960	179	265	9
1160	2312	1921	179	245	9
1161	5992	1829	179	309	11
1162	955	1596	179	241	9
1163	1520	3507	179	317	11
1164	9389	1821	179	224	8
1165	5553	1115	179	275	10
1166	2958	7653	179	327	11
1167	5937	6402	180	286	10
1168	1775	1133	180	344	12
1169	5956	10358	180	270	9
1170	1066	7066	180	262	9
1171	275	654	180	438	15
1172	829	3480	180	268	9
1173	2513	1724	180	349	12
1174	2678	1736	180	363	13
1175	452	380	180	396	14
1176	4032	9966	180	274	10
1177	7387	2778	180	306	11
1178	2872	547	180	383	13
1179	5922	2971	181	320	11
1180	62	444	181	283	10
1181	2765	819	181	252	9
1182	6758	7277	181	295	10
1183	6758	4810	181	294	10
1184	370	1115	181	281	10
1185	224	2847	182	359	12
1186	2796	2884	182	318	11
1187	6402	622	182	390	13
1188	5922	5481	182	266	9
1189	3176	2962	182	266	9
1190	1157	6794	182	296	10
1191	817	9788	182	309	11
1192	2271	5548	182	306	11
1193	273	370	182	327	11
1194	3186	2649	183	316	11
1195	1465	582	183	467	16
1196	505	7285	183	313	11
1197	362	3677	183	316	11
1198	3451	3170	183	352	12
1199	8472	829	184	234	8
1200	3044	4037	184	253	9
1201	4894	5066	184	233	8
1202	1068	3094	184	399	14
1203	469	943	184	345	12
1204	2316	1192	184	278	10
1205	10183	3239	184	182	7
1206	3394	3615	184	350	12
1207	3151	1105	184	329	11
1208	2277	3166	184	254	9
1209	9733	2498	184	295	10
1210	1373	2277	185	295	10
1211	2138	2583	185	328	11
1212	28	261	185	330	11
1213	3090	1301	185	235	8
1214	2316	3159	185	272	10
1215	7387	9390	185	313	11
1216	2872	2896	186	381	13
1217	3054	17	186	341	12
1218	1068	8647	186	298	10
1219	654	2814	186	348	12
1220	6794	831	186	296	10
1221	728	1605	186	260	9
1222	659	2791	186	379	13
1223	49	3158	186	295	10
1224	2960	549	186	325	11
1225	1597	3107	186	311	11
1226	3374	1775	187	396	14
1227	491	925	187	336	12
1228	3437	1932	187	309	11
1229	1906	1379	187	376	13
1230	1586	1440	187	343	12
1231	8473	363	187	321	11
1232	2610	2379	188	290	10
1233	2976	774	188	302	11
1234	7016	4861	188	335	12
1235	2754	3193	188	436	15
1236	1006	2782	188	325	11
1237	2961	307	188	297	10
1238	3113	448	188	330	11
1239	2765	1157	188	275	10
1240	2966	5922	189	298	10
1241	1141	3576	189	265	9
1242	623	3895	189	289	10
1243	571	8107	189	387	13
1244	3056	2513	190	343	12
1245	4041	3073	190	259	9
1246	1716	1520	190	329	11
1247	1748	5410	190	582	20
1248	1015	1950	190	301	11
1249	3201	917	190	330	11
1250	2497	3260	191	405	14
1251	2089	5024	191	434	15
1252	449	1775	191	384	13
1253	991	10557	191	278	10
1254	833	2778	192	283	10
1255	4218	3076	192	229	8
1256	2516	2747	192	305	11
1257	3601	3424	192	409	14
1258	2496	5995	192	333	12
1259	3061	4857	192	515	18
1260	1604	3136	192	337	12
1261	2825	260	192	436	15
1262	512	7484	192	301	11
1263	5067	5090	193	220	8
1264	2596	2342	193	388	13
1265	825	2754	193	273	10
1266	6484	3293	193	379	13
1267	2509	3247	193	368	13
1268	6399	3290	194	407	14
1269	3012	348	194	459	16
1270	1917	5124	194	456	16
1271	625	2812	194	296	10
1272	445	1428	194	303	11
1273	550	3022	194	255	9
1274	445	2325	194	300	10
1275	1716	2723	194	254	9
1276	67	8647	194	260	9
1277	2016	1309	195	392	14
1278	4221	831	195	250	9
1279	844	3207	195	328	11
1280	3079	3919	195	283	10
1281	1761	2689	195	252	9
1282	66	2348	195	262	9
1283	1068	3015	195	292	10
1284	2171	2781	195	311	11
1285	7694	3075	195	251	9
1286	3077	662	196	255	9
1287	10199	7656	196	364	13
1288	3041	7387	196	300	10
1289	2765	438	196	289	10
1290	2138	998	196	278	10
1291	3336	4904	196	274	10
1292	7297	5977	196	263	9
1293	3418	1442	196	345	12
1294	10199	61	196	277	10
1295	445	1191	196	299	10
1296	3220	2129	196	315	11
1297	3146	3090	197	307	11
1298	1000	1202	197	346	12
1299	450	2347	197	259	9
1300	931	62	197	344	12
1301	3543	619	198	299	10
1302	3670	1916	198	265	9
1303	688	265	199	313	11
1304	2210	2176	199	270	9
1305	450	2741	199	246	9
1306	656	2350	199	241	9
1307	450	9794	199	274	10
1308	3235	2030	199	278	10
1309	324	1066	200	232	8
1310	3389	5483	200	271	10
1311	279	3193	200	353	12
1312	2969	450	201	310	11
1313	1920	2754	201	277	10
1314	510	3602	201	283	10
1315	14	2246	201	280	10
1316	8627	318	201	309	11
1317	4904	2377	201	260	9
1318	625	446	201	413	14
1319	2770	2364	202	293	10
1320	2189	36	202	305	11
1321	10199	3228	202	295	10
1322	528	3853	202	277	10
1323	3374	2347	202	272	10
1324	5481	1950	202	276	10
1325	1522	1561	203	304	11
1326	6978	2975	203	327	11
1327	1928	1811	203	304	11
1328	1389	5924	203	380	13
1329	4219	1936	203	295	10
1330	3480	2958	204	251	9
1331	523	1432	204	300	10
1332	2975	260	204	382	13
1333	7519	1609	204	264	9
1334	365	4336	205	372	13
1335	448	5936	205	262	9
1336	3481	2672	205	352	12
1337	1596	2196	205	319	11
1338	224	9966	205	276	10
1339	189	2587	205	331	12
1340	792	2746	206	575	20
1341	726	5937	206	271	10
1342	445	3090	206	365	13
1343	535	6459	206	341	12
1344	3480	3793	206	264	9
1345	449	8251	206	262	9
1346	277	3193	206	356	12
1347	2609	2855	207	261	9
1348	2344	2632	207	303	11
1349	3919	1618	207	287	10
1350	267	431	207	253	9
1351	2624	245	207	342	12
1352	1063	5482	207	276	10
1353	474	377	207	304	11
1354	2481	3113	208	319	11
1355	647	937	208	394	14
1356	878	4845	208	315	11
1357	2270	7666	208	268	9
1358	1335	950	208	339	12
1359	726	2184	208	375	13
1360	1339	4845	208	357	12
1361	4023	2349	208	257	9
1362	4024	2349	209	254	9
1363	2134	3836	209	338	12
1364	379	6492	209	351	12
1365	3309	2454	209	344	12
1366	1449	1190	209	293	10
1367	659	5481	209	246	9
1368	4469	3668	210	264	9
1369	463	6011	210	323	11
1370	70	1190	210	280	10
1371	890	645	210	362	13
1372	224	3073	210	260	9
1373	1734	1038	210	289	10
1374	3480	1923	211	278	10
1375	10522	5984	211	318	11
1376	1569	9097	211	331	12
1377	5062	1357	211	273	10
1378	1744	2117	211	261	9
1379	5517	264	211	360	12
1380	5553	1107	211	293	10
1381	762	381	211	326	11
1382	6857	5988	211	361	13
1383	886	566	211	307	11
1384	8880	1790	211	392	14
1385	8476	2629	211	358	12
1386	362	1950	212	347	12
1387	2709	1351	212	335	12
1388	3495	2468	213	329	11
1389	3146	10251	213	381	13
1390	7070	1009	213	275	10
1391	5064	438	213	287	10
1392	5992	3363	214	341	12
1393	457	4908	214	214	8
1394	3271	2004	215	329	11
1395	447	7096	215	252	9
1396	5067	3079	215	272	10
1397	1769	2033	215	253	9
1398	685	1090	215	297	10
1399	372	616	215	455	16
1400	2863	1927	216	224	8
1401	5259	3617	216	254	9
1402	2316	365	216	332	12
1403	366	3183	216	302	11
1404	6794	2966	216	305	11
1405	1714	624	216	391	14
1406	1688	3396	216	266	9
1407	17	2746	217	328	11
1408	2611	2774	217	258	9
1409	624	787	217	309	11
1410	2720	1171	217	254	9
1411	3195	3040	217	268	9
1412	6481	1328	217	390	13
1413	3500	2185	217	290	10
1414	8829	3239	217	248	9
1415	753	1937	217	281	10
1416	3673	1848	217	364	13
1417	3390	1134	217	348	12
1418	270	2081	218	334	12
1419	8474	1769	218	278	10
1420	1397	2363	218	306	11
1421	793	1632	218	395	14
1422	7070	3231	218	277	10
1423	3022	7492	219	270	9
1424	2350	2757	219	274	10
1425	457	509	219	349	12
1426	2512	7002	219	267	9
1427	2241	8868	219	411	14
1428	2843	1449	220	337	12
1429	3524	4336	220	377	13
1430	2352	353	220	293	10
1431	856	9330	220	300	10
1432	448	1618	220	293	10
1433	455	2107	220	323	11
1434	406	952	220	274	10
1435	753	726	220	334	12
1436	2882	6000	221	382	13
1437	66	8439	221	295	10
1438	224	4908	221	255	9
1439	2347	8278	221	405	14
1440	7287	5974	222	299	10
1441	1395	3203	222	273	10
1442	7474	2258	222	458	16
1443	859	10028	222	322	11
1444	449	369	222	367	13
1445	2279	4257	223	294	10
1446	818	1067	223	241	9
1447	2191	3178	223	326	11
1448	6398	378	223	402	14
1449	3278	2379	223	284	10
1450	453	2621	223	321	11
1451	810	703	223	312	11
1452	827	265	223	241	9
1453	3094	7478	223	301	11
1454	1716	2284	223	267	9
1455	3155	2075	224	274	10
1456	2080	9006	224	300	10
1457	1477	2928	224	357	12
1458	2136	1596	224	256	9
1459	2621	1342	224	369	13
1460	59	3210	224	294	10
1461	497	1084	224	294	10
1462	365	353	224	360	12
1463	451	2596	224	196	7
1464	1356	2744	225	276	10
1465	7091	1928	225	251	9
1466	2505	242	225	316	11
1467	727	1154	225	355	12
1468	3232	1530	226	322	11
1469	1846	282	226	305	11
1470	1554	2538	226	320	11
1471	439	742	226	526	18
1472	3056	2286	226	268	9
1473	2614	2379	226	304	11
1474	454	840	226	285	10
1475	1744	2187	227	326	11
1476	3022	5029	227	312	11
1477	7694	1935	227	318	11
1478	454	1776	227	377	13
1479	803	1814	227	365	13
1480	3590	2894	227	314	11
1481	6402	3073	227	254	9
1482	1477	2672	228	310	11
1483	2246	347	228	407	14
1484	805	1442	228	322	11
1485	2827	1980	228	296	10
1486	3079	258	228	448	15
1487	8476	435	228	236	8
1488	776	5729	228	326	11
1489	365	3237	228	326	11
1490	8829	5323	229	403	14
1491	529	1280	229	322	11
1492	2811	3433	229	618	21
1493	2621	62	229	347	12
1494	950	3443	229	308	11
1495	383	8595	229	361	13
1496	262	1596	229	509	17
1497	6636	256	229	343	12
1498	1811	4826	229	313	11
1499	899	951	229	301	11
1500	281	3592	229	331	12
1501	508	474	230	293	10
1502	8259	499	230	276	10
1503	2587	1329	230	286	10
1504	3592	1879	230	301	11
1505	3289	1081	230	291	10
1506	5069	2697	230	272	10
1507	2316	7504	230	366	13
1508	9515	8342	231	279	10
1509	2379	7390	231	279	10
1510	30	3367	231	369	13
1511	688	580	231	383	13
1512	811	1248	231	477	16
1513	3613	1503	232	304	11
1514	368	1704	232	289	10
1515	2958	1261	232	500	17
1516	1596	2436	232	303	11
1517	2089	2471	232	362	13
1518	1477	952	232	372	13
1519	2269	5123	232	354	12
1520	2515	2504	232	345	12
1521	4905	2040	233	222	8
1522	1068	5249	233	290	10
1523	18	8594	233	339	12
1524	7071	660	233	343	12
1525	7484	58	233	317	11
1526	3895	1529	233	261	9
1527	865	559	234	355	12
1528	5983	1689	234	295	10
1529	2379	2847	234	363	13
1530	3516	2624	234	350	12
1531	4220	6010	234	415	14
1532	1586	650	234	406	14
1533	1967	3051	234	289	10
1534	2246	401	235	536	18
1535	2150	2851	235	332	12
1536	946	2798	235	353	12
1537	3481	8643	236	236	8
1538	1743	2984	236	343	12
1539	7070	1694	236	299	10
1540	8370	5321	236	328	11
1541	1688	2353	236	257	9
1542	3590	3489	237	393	14
1543	2421	1347	237	304	11
1544	2608	662	237	255	9
1545	448	2603	237	236	8
1546	1053	1202	237	375	13
1547	7007	3594	237	360	12
1548	3021	3255	237	350	12
1549	1155	2503	237	371	13
1550	1781	5434	237	317	11
1551	876	8288	237	381	13
1552	839	3333	238	296	10
1553	56	7293	238	311	11
1554	9676	610	238	463	16
1555	2693	5286	238	302	11
1556	1963	1235	238	414	14
1557	5508	1067	238	357	12
1558	59	482	238	313	11
1559	2351	2754	238	290	10
1560	935	1731	238	335	12
1561	725	2456	238	599	20
1562	3836	1895	239	322	11
1563	2950	1413	239	393	14
1564	1477	3587	239	271	10
1565	3522	3480	239	363	13
1566	734	1183	239	291	10
1567	993	1182	239	329	11
1568	2174	2096	239	358	12
1569	783	7669	240	463	16
1570	1158	6794	240	291	10
1571	8444	755	240	252	9
1572	1327	1928	240	367	13
1573	1746	2785	240	357	12
1574	2321	5973	240	339	12
1575	5291	1388	240	404	14
1576	3251	254	241	490	17
1577	1016	8390	241	320	11
1578	1174	3664	241	436	15
1579	5067	387	241	346	12
1580	1175	37	241	258	9
1581	3949	373	242	380	13
1582	2510	5321	242	278	10
1583	1604	3553	242	436	15
1584	5982	1849	242	437	15
1585	6003	610	242	387	13
1586	2174	4861	243	518	18
1587	2614	3178	243	265	9
1588	2283	3178	243	271	10
1589	9942	10028	243	325	11
1590	1753	3592	243	334	12
1591	441	5852	243	299	10
1592	3146	948	243	380	13
1593	3055	3096	243	389	13
1594	5998	1110	243	307	11
1595	1861	1815	243	426	15
1596	1152	625	244	403	14
1597	783	2749	244	608	21
1598	189	1258	244	294	10
1599	5981	613	244	470	16
1600	1610	2231	244	367	13
1601	1585	379	244	303	11
1602	412	261	244	522	18
1603	3280	4846	245	359	12
1604	3293	606	245	366	13
1605	804	3105	245	311	11
1606	957	1080	245	417	14
1607	1609	4856	245	372	13
1608	2143	2045	245	575	20
1609	841	16	245	274	10
1610	7690	2770	245	268	9
1611	963	951	245	338	12
1612	224	3092	246	387	13
1613	3895	7571	246	329	11
1614	2244	2529	246	293	10
1615	1993	2794	246	278	10
1616	6402	1040	246	333	12
1617	3282	260	246	446	15
1618	356	273	246	274	10
1619	8108	3056	246	276	10
1620	2399	355	247	261	9
1621	448	364	247	354	12
1622	2527	3211	247	324	11
1623	224	2846	247	355	12
1624	622	592	247	337	12
1625	3080	3306	247	460	16
1626	1950	2122	247	272	10
1627	1519	8287	247	296	10
1628	470	11	248	381	13
1629	3205	2446	248	323	11
1630	1476	1540	248	411	14
1631	139	2074	248	369	13
1632	1157	2754	249	301	11
1633	7070	1724	249	437	15
1634	2723	2320	249	249	9
1635	1852	10	249	326	11
1636	1776	6515	249	262	9
1637	1808	7519	249	264	9
1638	384	2561	249	302	11
1639	1398	1073	249	366	13
1640	303	2635	250	305	11
1641	2350	2423	250	512	18
1642	2976	5168	250	297	10
1643	2749	3008	250	530	18
1644	302	8888	250	353	12
1645	4792	1515	250	253	9
1646	3145	365	250	315	11
1647	4792	928	251	287	10
1648	6479	365	251	357	12
1649	5972	729	251	329	11
1650	1054	2183	251	273	10
1651	3643	5994	251	330	11
1652	1555	2058	251	371	13
1653	814	2051	251	333	12
1654	3270	1415	251	406	14
1655	2168	610	252	620	21
1656	780	5984	252	377	13
1657	2931	1879	252	292	10
1658	1803	1406	252	352	12
1659	710	2668	253	289	10
1660	274	367	253	313	11
1661	1159	8627	253	284	10
1662	3420	3710	253	500	17
1663	5973	322	253	386	13
1664	1965	3513	254	588	20
1665	1105	7842	254	358	12
1666	2948	5984	254	276	10
1667	1477	3114	254	282	10
1668	3989	3770	254	273	10
1669	1477	2623	254	325	11
1670	2514	3040	255	364	13
1671	2175	2513	255	283	10
1672	1052	3099	255	324	11
1673	1861	1871	255	296	10
1674	647	1327	255	384	13
1675	2121	588	255	448	15
1676	726	840	255	310	11
1677	849	1762	255	311	11
1678	910	2678	255	312	11
1679	2176	1228	256	500	17
1680	1881	2513	256	319	11
1681	806	5986	256	272	10
1682	1555	2064	256	367	13
1683	632	3489	257	570	19
1684	6008	710	257	297	10
1685	403	2444	257	275	10
1686	2635	1994	257	300	10
1687	1766	1413	258	281	10
1688	3054	3290	258	380	13
1689	805	741	258	635	22
1690	1600	3152	258	333	12
1691	759	2781	258	331	12
1692	1081	51	258	258	9
1693	669	499	258	267	9
1694	2872	3054	259	212	8
1695	1921	267	259	254	9
1696	2392	939	259	283	10
1697	2606	5034	259	277	10
1698	130	2379	259	335	12
1699	1767	1684	259	335	12
1700	2335	5996	259	393	14
1701	5982	3242	259	306	11
1702	1584	3196	259	610	21
1703	2158	2668	259	279	10
1704	1135	3390	259	340	12
1705	858	2351	259	248	9
1706	2210	3473	260	288	10
1707	952	798	260	308	11
1708	3085	3135	260	291	10
1709	533	2588	260	374	13
1710	2825	3424	260	254	9
1711	714	3103	260	402	14
1712	2680	2176	260	340	12
1713	1767	2547	260	304	11
1714	30	24	261	367	13
1715	3250	7657	261	311	11
1716	814	8886	261	292	10
1717	1866	7466	261	355	12
1718	1430	2529	261	325	11
1719	1561	37	261	456	16
1720	6852	30	262	384	13
1721	2286	1198	262	523	18
1722	858	1570	262	356	12
1723	1766	4838	262	287	10
1724	1000	3107	262	333	12
1725	2700	1836	262	425	15
1726	57	261	262	318	11
1727	6008	243	262	300	10
1728	1855	2643	263	323	11
1729	9322	1951	263	334	12
1730	2514	1950	263	388	13
1731	1021	1537	263	423	15
1732	1154	728	263	368	13
1733	3075	1295	263	245	9
1734	1708	380	263	328	11
1735	531	917	264	251	9
1736	8387	978	264	514	18
1737	797	6845	264	346	12
1738	1064	57	264	412	14
1739	2350	1066	264	290	10
1740	1963	4822	264	266	9
1741	3395	6794	264	299	10
1742	5997	10159	264	293	10
1743	2494	1156	264	281	10
1744	2697	2470	264	330	11
1745	1532	119	264	319	11
1746	418	5848	264	406	14
1747	7610	7326	264	329	11
1748	3279	3480	265	265	9
1749	573	10211	265	532	18
1750	734	1212	265	347	12
1751	1387	5998	265	267	9
1752	2640	6794	265	484	17
1753	3012	1250	266	525	18
1754	1707	521	266	284	10
1755	2830	3248	266	417	14
1756	406	526	266	267	9
1757	781	379	266	340	12
1758	500	257	266	354	12
1759	3062	2784	266	323	11
1760	1823	955	266	291	10
1761	795	8787	267	388	13
1762	1897	6999	267	385	13
1763	2246	2196	267	324	11
1764	1554	251	267	459	16
1765	1583	2456	267	456	16
1766	2953	1422	267	393	14
1767	3271	3464	267	570	19
1768	6999	2646	267	389	13
1769	2190	727	267	225	8
1770	428	5123	268	331	12
1771	3075	562	268	383	13
1772	769	3239	268	343	12
1773	2644	7289	268	365	13
1774	951	3186	268	304	11
